Type_Name	ASN1_Type	Parent_Type	Tag/ID	Field_Name	IE_Type	Criticality	Optional	Extensible	Min_Value	Max_Value
TNLinformation	SEQUENCE	TNLinformation		id-RICactionLoadRequest-Item	ProtocolIE-ID					
TNLinformation	SEQUENCE	TNLinformation		id-RICloadMeasurementID	ProtocolIE-ID					
TNLinformation	SEQUENCE	TNLinformation		id-RICsubscriptionLoad-Item	ProtocolIE-ID					
TNLinformation	SEQUENCE	TNLinformation		id-RICsubscriptionLoadConfirm-Item	ProtocolIE-ID					
TNLinformation	SEQUENCE	TNLinformation		id-RICsubscriptionLoadRequest-Item	ProtocolIE-ID					
TNLinformation	SEQUENCE	TNLinformation		id-RANfunctionStateConfirm-Item	ProtocolIE-ID					
TNLinformation	SEQUENCE	TNLinformation		id-RANfunctionStateConfirm-List	ProtocolIE-ID					
TNLinformation	SEQUENCE	TNLinformation		id-RANfunctionStateControl-Item	ProtocolIE-ID					
TNLinformation	SEQUENCE	TNLinformation		id-RANfunctionStateControl-List	ProtocolIE-ID					
TNLinformation	SEQUENCE	TNLinformation		id-RICactionList-Item	ProtocolIE-ID					
TNLinformation	SEQUENCE	TNLinformation		id-RICsubscriptionList-Item	ProtocolIE-ID					
TNLinformation	SEQUENCE	TNLinformation		id-RICassistanceHeader	ProtocolIE-ID					
TNLinformation	SEQUENCE	TNLinformation		id-RICassistanceMessage	ProtocolIE-ID					
TNLinformation	SEQUENCE	TNLinformation		id-RICassistanceOutcome	ProtocolIE-ID					
TNLinformation	SEQUENCE	TNLinformation		id-RICassistanceSN	ProtocolIE-ID					
TNLinformation	SEQUENCE	TNLinformation		id-RICassistanceUpdate	ProtocolIE-ID					
TNLinformation	SEQUENCE	TNLinformation		id-RICassistanceUpdateNumber	ProtocolIE-ID					
TNLinformation	SEQUENCE	TNLinformation		--	ASN1STOP					
TNLinformation	SEQUENCE	TNLinformation		8	Container					
TNLinformation	SEQUENCE	TNLinformation		--	ASN1START					
TNLinformation	SEQUENCE	TNLinformation		---	Container					
TNLinformation	SEQUENCE	TNLinformation		---	derived					
TNLinformation	SEQUENCE	TNLinformation		53148	e2					
TNLinformation	SEQUENCE	TNLinformation		DEFINITIONS	AUTOMATIC					
TNLinformation	SEQUENCE	TNLinformation		---	IE					
TNLinformation	SEQUENCE	TNLinformation		FROM	E2AP-CommonDataTypes					
TNLinformation	SEQUENCE	TNLinformation		FROM	E2AP-Constants					
TNLinformation	SEQUENCE	TNLinformation		---	Class					
TNLinformation	SEQUENCE	TNLinformation		id	ProtocolIE-ID					
TNLinformation	SEQUENCE	TNLinformation		2025	by					
TNLinformation	SEQUENCE	TNLinformation		criticality	Criticality					
TNLinformation	SEQUENCE	TNLinformation		presence	Presence					
TNLinformation	SEQUENCE	TNLinformation		WITH	SYNTAX					
TNLinformation	SEQUENCE	TNLinformation		---	Class					
TNLinformation	SEQUENCE	TNLinformation		id	ProtocolIE-ID					
TNLinformation	SEQUENCE	TNLinformation		firstCriticality	Criticality					
TNLinformation	SEQUENCE	TNLinformation		secondCriticality	Criticality					
TNLinformation	SEQUENCE	TNLinformation		presence	Presence					
TNLinformation	SEQUENCE	TNLinformation		WITH	SYNTAX					
TNLinformation	SEQUENCE	TNLinformation		FIRST	CRITICALITY					
TNLinformation	SEQUENCE	TNLinformation		FIRST	TYPE					
TNLinformation	SEQUENCE	TNLinformation		SECOND	CRITICALITY					
TNLinformation	SEQUENCE	TNLinformation		SECOND	TYPE					
TNLinformation	SEQUENCE	TNLinformation		---	Container					
ProtocolIE-Field {E2AP-PROTOCOL-IES : IEsSetParam}	SEQUENCE	ProtocolIE-Field {E2AP-PROTOCOL-IES : IEsSetParam}		id	E2AP-PROTOCOL-IES					
ProtocolIE-Field {E2AP-PROTOCOL-IES : IEsSetParam}	SEQUENCE	ProtocolIE-Field {E2AP-PROTOCOL-IES : IEsSetParam}		criticality	E2AP-PROTOCOL-IES					
ProtocolIE-Field {E2AP-PROTOCOL-IES : IEsSetParam}	SEQUENCE	ProtocolIE-Field {E2AP-PROTOCOL-IES : IEsSetParam}		value	E2AP-PROTOCOL-IES					
ProtocolIE-Field {E2AP-PROTOCOL-IES : IEsSetParam}	SEQUENCE	ProtocolIE-Field {E2AP-PROTOCOL-IES : IEsSetParam}		---	Container					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		id	E2AP-PROTOCOL-IES-PAIR					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		firstCriticality	E2AP-PROTOCOL-IES-PAIR					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		firstValue	E2AP-PROTOCOL-IES-PAIR					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		secondCriticality	E2AP-PROTOCOL-IES-PAIR					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		2025	by					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		secondValue	E2AP-PROTOCOL-IES-PAIR					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		---	Container					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		--	ASN1STOP					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		4	Message					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		E2AP	shall					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		Recommendation	ITU-T					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		5	Timers					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		The	following					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		-	Specifies					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		-	Specifies					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		-	Specifies					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		-	Specifies					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		-	Specifies					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		2025	by					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		10	Handling					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		protocol	data					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		Clause	10					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		2025	by					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		Change	History					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		Date	Revision					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		22	01					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		28	01					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		08	01					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		13	01					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		15	01					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		13	02					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		agreed	at					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		21	02					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		02-WG3-E2AP-CR-0002-TNLA	removal-v01					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		agreed	at					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		27	02					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		agreed	at					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		Endorsed	WG3					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		09	02					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		Re-implementation	of					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		11	02					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		10	02					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		service	procedures					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		20	02					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		02	02					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		Aligned	format					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		22	02					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		07	02					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		08	02					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		approved	at					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		25	02					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		21-WG3-CR-0010-E2AP-RIC	Service					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		28-WG3-CR-0002-E2AP-	RIC					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		03-WG3-CR-0012-E2AP-RIC	Service					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		03-WG3-CR-0011-E2AP-Reducing	MAX					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		This	version					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		impacting	RIC					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		04	02					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		29	02					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		20	02					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		15	02					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		20	02					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		2025	by					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		Date	Revision					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		02	02					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		02-WG3-CR-0017-E2AP-RIC	Subscription					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		01-WG3-CR-0016-E2AP-E1AP	reference					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		should	be					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		n	f					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		10	02					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		-	Correction					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		-	Rearrangement					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		-	Added					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		Addition	of					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		21-WG3-CR-0014-E2AP-RIC	subscription					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		error	in					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		E2AP	02					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		error	in					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		1	for					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		16	02					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		-	Alignment					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		-	Added					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		-	Updated					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		-	m					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		submitted	revised					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		-	Corrected					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		1	l					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		07	03					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		Editorial	and					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		27	03					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		16	03					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		17	03					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		correspondence	after					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		24	03					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		24	03					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		15	03					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		27	03					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		11	03					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		approved	WG3					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		26	03					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		28	03					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		28	04					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		2025	by					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		Date	Revision					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		04	04					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		201	and					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		15	04					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		21	04					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		21	05					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		29	05					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		13-WG3-CR-0026-E2AP-Change	history-v01					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		22	05					
ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}	SEQUENCE	ProtocolIE-FieldPair {E2AP-PROTOCOL-IES-PAIR : IEsSetParam}		approved	WG3					
